,Unnamed: 0,MB Genre,Artist Name,Release,Song Title,Artist Location,Duration (sec),Key,Key Confidence,Mode,Mode Confidence,Loudness,Tempo,Time Signature,Time Signature Confidence,End of Fade In,Interval 1 Count,Interval 2 Count,Interval 3 Count,Interval 4 Count,Interval 5 Count,Interval 6 Count,Interval 7 Count,Interval 8 Count,Interval 9 Count,Interval 10 Count,Interval 11 Count,Interval 12 Count
106,106,chicago soul,Tyrone Davis,Call Tyrone,Cheatin' In The Next Room,"Greenville, MS",235.91138,10,0.46,1,0.379,-10.466,161.976,4,0.696,0.322,271.0,101.0,52.0,48.0,56.0,98.0,46.0,43.0,11.0,36.0,72.0,13.0
107,107,blues,Hot Tuna,Final Vinyl,Candy Man,"San Francisco, CA",239.59465,0,0.601,1,0.563,-9.275,172.398,1,0.0,0.31,317.0,78.0,73.0,21.0,59.0,33.0,42.0,114.0,34.0,35.0,20.0,97.0
108,108,non-music,Richard Burton,Fifteen Poems By Dylan Thomas,I See The Boys Of Summer,Pennsylvania,171.49342,2,0.45,1,0.685,-37.398,109.823,3,0.659,0.085,134.0,153.0,68.0,36.0,25.0,24.0,27.0,23.0,33.0,31.0,29.0,20.0
109,109,blues,Rory Block,The Early Tapes 1975-1976,Three Is a Crowd,"New York, NY",266.05669,1,0.936,1,0.763,-13.836,90.101,1,0.0,0.23,318.0,76.0,75.0,67.0,44.0,45.0,27.0,126.0,4.0,9.0,4.0,3.0
110,110,contemporary r&b,Boyz II Men,Legacy,On Bended Knee,"Philadelphia, PA",329.27302,8,0.497,1,0.491,-7.103,116.473,4,1.0,0.45,294.0,115.0,159.0,84.0,78.0,82.0,37.0,68.0,27.0,31.0,41.0,6.0
111,111,0,Howard Armstrong,Louie Bluie Film Soundtrack,My Four Reasons,"Dayton, TN",198.922,9,0.0,0,0.094,-13.495,126.821,4,0.0,0.228,179.0,127.0,125.0,83.0,71.0,94.0,50.0,52.0,29.0,16.0,15.0,14.0
112,112,soul,Donny Hathaway,Donny Hathaway,Little Girl (LP Version),"Chicago, IL",283.21914,2,0.499,1,0.652,-15.144,111.191,3,0.851,0.258,265.0,105.0,103.0,66.0,24.0,54.0,13.0,22.0,42.0,24.0,20.0,20.0
113,113,latin ballad,Miguel Gallardo,Canciones De Amor De Miguel Gallardo,Eternamente Amame,,238.68036,5,0.458,1,0.542,-12.991,125.508,4,0.462,0.386,254.0,95.0,84.0,54.0,50.0,68.0,32.0,40.0,21.0,26.0,38.0,13.0
114,114,electronic,DJ X-Change featuring DJ Joey A,What up Detroit,Come Over,,184.31955,6,0.0,0,0.0,-5.58,150.012,4,0.0,0.798,218.0,223.0,160.0,85.0,93.0,29.0,19.0,15.0,9.0,4.0,0.0,3.0
115,115,0,Morel,Peterbilt Angel,Blue Taxi,Washington DC,311.40526,10,0.685,1,0.611,-4.313,108.367,4,0.36,0.0,215.0,267.0,130.0,98.0,48.0,72.0,52.0,101.0,88.0,130.0,53.0,16.0
116,116,blue-eyed soul,Tony Joe White,Homemade Ice-Cream,I Want Love (Tween You & Me) (Album Version),"Goodwill, LA",162.53342,2,0.243,1,0.297,-17.285,173.482,4,0.804,0.524,220.0,51.0,63.0,22.0,54.0,74.0,13.0,65.0,7.0,17.0,11.0,12.0
117,117,blues rock,Wolfmother,White Feather,White Feather,"Sydney, Australia",212.37506,4,0.372,0,0.207,-5.931,110.745,4,1.0,0.868,529.0,114.0,42.0,77.0,28.0,36.0,51.0,51.0,76.0,18.0,14.0,2.0
118,118,folk,The Roches,Can We Go Home Now,Christlike Roche,New York City,338.33751,2,0.626,0,0.575,-14.248,130.027,4,0.509,0.0,338.0,52.0,98.0,72.0,33.0,90.0,9.0,40.0,20.0,7.0,18.0,5.0
119,119,blues,Bob Margolin,In North Carolina,You Rascal You,"Boston, MA",126.51057,11,0.228,1,0.374,-12.651,110.168,4,0.92,0.0,157.0,47.0,77.0,67.0,40.0,50.0,21.0,69.0,15.0,12.0,12.0,5.0
120,120,0,Thomas Battenstein,Wintertime,Sympathy,,205.58322,9,0.825,0,0.836,-16.056,97.976,3,1.0,0.612,166.0,31.0,73.0,30.0,40.0,59.0,18.0,38.0,14.0,28.0,1.0,6.0
121,121,0,Jupiter Rising,Electropop,They Say (Album),,193.4624,0,0.373,0,0.548,-5.913,119.979,4,1.0,2.717,202.0,70.0,76.0,84.0,38.0,79.0,25.0,59.0,20.0,18.0,17.0,1.0
122,122,alternative rock,Dharma Bums,DUMB: 4-track cassette recordings (1987),Simon's Folly,,127.4771,6,0.81,1,0.864,-5.541,156.968,1,0.0,2.148,289.0,47.0,18.0,8.0,18.0,29.0,9.0,26.0,1.0,4.0,16.0,19.0
123,123,hip hop,Saafir,The Hit List,Crawl Before You Ball (Album Version),,234.762,5,0.172,1,0.026,-6.019,188.886,4,1.0,0.101,296.0,159.0,97.0,42.0,56.0,80.0,148.0,98.0,21.0,49.0,39.0,3.0
124,124,alternative rock,The Verve Pipe,Underneath,Medicate Myself,"Lansing, MI",292.8322,9,0.295,1,0.196,-4.953,133.306,4,0.338,3.344,263.0,90.0,136.0,45.0,23.0,46.0,21.0,62.0,29.0,38.0,13.0,25.0
125,125,folk,Bob Neuwirth,99 Monkeys,Biding Her Time,New York,241.10975,4,0.965,1,0.744,-18.114,152.267,3,1.0,2.659,208.0,44.0,62.0,70.0,44.0,37.0,10.0,85.0,11.0,12.0,9.0,10.0
126,126,gospel,Marvin Sapp,Nothing Else Matters,More And More  (LP Version),"Grand Rapids, MI",270.68036,1,0.33,1,0.526,-11.061,166.275,4,0.845,0.334,395.0,183.0,67.0,90.0,49.0,62.0,69.0,133.0,48.0,26.0,85.0,22.0
127,127,0,James Hunter,A Tribute to The American Horse,Cowboy Ways,Austin,188.73424,2,0.862,1,1.0,-7.04,114.971,4,0.0,0.0,378.0,30.0,64.0,7.0,20.0,66.0,3.0,54.0,6.0,6.0,6.0,0.0
128,128,latin ballad,Nelson Ned,Mis Momentos,Brasas Vivas," Ubá, Minas Gerais",211.80036,9,0.519,0,0.525,-15.358,144.651,4,0.142,0.175,264.0,46.0,64.0,28.0,30.0,58.0,16.0,40.0,7.0,18.0,9.0,41.0
129,129,city pop,Mish Mash,Mish Mash_ Le Blues European: Musique Slave Et Klezmer,Kolomeyke,,254.32771,2,0.64,1,0.692,-11.213,152.005,1,0.605,0.0,250.0,216.0,85.0,55.0,42.0,99.0,55.0,104.0,158.0,24.0,16.0,1.0
130,130,0,Cama,In this Life,In This Life,,210.36363,1,0.645,0,0.683,-5.904,155.074,1,0.0,0.364,297.0,25.0,54.0,101.0,23.0,66.0,12.0,76.0,50.0,3.0,54.0,24.0
131,131,pop,Maxi Priest,Best Of Maxi Priest,Groovin' In The Midnight,Great Britain / UK,301.81832,10,0.683,0,0.549,-8.095,61.971,1,0.397,2.566,459.0,234.0,71.0,53.0,72.0,46.0,41.0,27.0,53.0,45.0,169.0,139.0
132,132,progressive rock,Porcupine Tree,Signify (Special Edition),Waiting,,416.80934,6,0.644,0,0.607,-7.982,124.04,5,0.82,0.0,602.0,146.0,230.0,180.0,37.0,76.0,40.0,47.0,55.0,15.0,3.0,9.0
133,133,0,Ragheb Alama,Bravo Alayki Rare recording,A'chek Ouyounik (2009 Digital Remaster),,413.36118,7,0.056,0,0.306,-8.804,191.196,4,0.0,0.0,528.0,364.0,220.0,137.0,63.0,73.0,60.0,81.0,62.0,95.0,136.0,38.0
134,134,alternative rock,Foo Fighters,In Your Honor,Hell,"Seattle, WA",117.002,7,0.458,1,0.44,-5.699,152.127,4,0.651,0.0,147.0,55.0,41.0,29.0,17.0,18.0,4.0,16.0,12.0,4.0,0.0,3.0
135,135,pop,Shakira Featuring Wyclef Jean,Essential R&B Hit Selection,Hips Don't Lie (featuring Wyclef Jean),"Barranquilla, Colombia",217.36444,10,0.805,0,0.688,-5.152,100.023,4,0.937,0.224,305.0,137.0,78.0,95.0,52.0,48.0,42.0,44.0,31.0,56.0,79.0,25.0
136,136,rock,The Avengers,20 Suosikkia / Rautalankaklassikot / Kolme kitaraa,Juoksuhauta-twist (Elämä juoksuhaudoissa),California - SF,122.72281,10,0.0,1,0.149,-9.965,192.688,4,0.671,4.418,64.0,27.0,28.0,62.0,79.0,22.0,1.0,36.0,47.0,17.0,1.0,0.0
137,137,blues rock,Robben Ford,Talk To Your Daughter,I Got Over It (Album Version),"Ukiah, CA",203.98975,11,0.236,0,0.384,-11.976,154.322,4,0.0,0.161,148.0,57.0,138.0,152.0,30.0,52.0,19.0,23.0,52.0,36.0,7.0,11.0
138,138,0,Brazilian Tropical Orchestra,American Songbook - Bacharach,One Less Bell To Answer,,192.44363,5,0.084,1,0.405,-10.229,236.006,4,0.761,0.485,219.0,54.0,33.0,8.0,11.0,52.0,5.0,38.0,15.0,12.0,4.0,1.0
139,139,punk,Xmilk,Scarcity,Sense And Trick,,123.66322,9,0.138,0,0.452,-4.633,104.153,4,0.072,0.0,155.0,56.0,42.0,34.0,37.0,26.0,15.0,26.0,3.0,7.0,12.0,15.0
140,140,deep house,Dolce; Oscar G.,Fire,Fire (Oscar G Space Vocal Mix),Oklahoma,525.16526,11,0.386,0,0.417,-5.602,127.278,4,0.22,0.148,687.0,635.0,166.0,427.0,44.0,23.0,88.0,145.0,137.0,161.0,40.0,7.0
141,141,contemporary christian,Britt Nicole,Hanging On (Premiere Performance Plus Track),Hanging On (Medium Key Performance Track Without Background Vocals), NC,204.06812,6,0.606,1,0.514,-5.157,160.165,4,1.0,0.415,253.0,41.0,36.0,52.0,110.0,139.0,9.0,21.0,7.0,3.0,33.0,18.0
142,142,breakcore,Schizoid,Grim Prospects Remixes - Prospects Are Getting Grimmer,Grim Prospects (Version 2 Remix),,166.00771,5,0.441,1,0.372,-1.925,86.091,3,1.0,0.0,114.0,102.0,38.0,23.0,18.0,25.0,33.0,14.0,24.0,30.0,45.0,12.0
143,143,christmas music,Toni Braxton Featuring Shaggy,Snowflakes,Christmas In Jamaica,"Severn, MD",219.01016,0,0.782,1,0.662,-5.21,149.94,4,0.128,0.235,264.0,97.0,104.0,52.0,54.0,89.0,31.0,43.0,10.0,26.0,18.0,65.0
144,144,electronic,Perrey And Kingsley,The Out Sound From Way In!,Gossippo Perpetuo,,127.9473,0,0.655,1,0.525,-12.717,135.78,4,0.087,0.165,183.0,121.0,150.0,57.0,46.0,61.0,46.0,42.0,35.0,39.0,10.0,28.0
145,145,deep house,Sven Tasnadi,El Fuego De Dentro,2190 Dias Contigo,,570.90567,7,0.792,1,0.646,-12.28,122.967,4,1.0,0.15,617.0,280.0,276.0,379.0,267.0,184.0,130.0,239.0,45.0,65.0,145.0,128.0
146,146,hard rock,Eddie,No Control,No Control,,230.00771,9,0.858,1,0.606,-9.748,142.024,4,0.966,0.0,187.0,157.0,127.0,28.0,25.0,40.0,27.0,26.0,55.0,52.0,30.0,11.0
147,147,black metal,Enthroned,Pentagrammaton,The Vitalized Shell,"Belgica -- Namur, Namur/Ghent, East Flanders",240.74404,2,0.735,0,0.838,-4.878,135.535,7,0.583,0.0,114.0,108.0,73.0,47.0,54.0,28.0,29.0,65.0,25.0,21.0,12.0,4.0
148,148,ambient,Suzanne Ciani,Pianissimo,Mozart,California - SF,192.20853,2,0.523,1,0.537,-23.988,139.189,3,0.418,0.357,212.0,11.0,60.0,55.0,66.0,52.0,3.0,46.0,32.0,9.0,8.0,7.0
149,149,0,Milan Band,Milan Milan,Ciao Milan,,152.0322,8,0.656,1,0.393,-9.414,128.598,5,0.197,0.479,149.0,54.0,50.0,44.0,22.0,42.0,23.0,40.0,34.0,8.0,19.0,20.0
150,150,dub,Johnny Osbourne,Auralux Reggae Showcase,Lend Me Your Chopper,,215.30077,3,0.445,0,0.496,-9.741,163.445,4,0.015,0.588,209.0,173.0,88.0,57.0,144.0,93.0,37.0,32.0,39.0,17.0,30.0,8.0
151,151,country,Dolly Parton,Heaven,Letter To Heaven,"Locust Ridge, TN",155.21914,7,0.0,0,0.181,-11.965,114.027,3,1.0,0.0,174.0,52.0,64.0,20.0,25.0,38.0,6.0,4.0,3.0,2.0,4.0,0.0
152,152,soul,Rance Allen Group,Up Above My Head,Heaven is Where The Heart Is,"Detroit, MI",207.12444,7,0.662,1,0.756,-12.779,111.316,1,0.0,0.352,224.0,86.0,73.0,38.0,46.0,58.0,22.0,34.0,3.0,22.0,5.0,9.0
153,153,reggae,Pearl Jam,Pearl Jam,Inside Job,"Seattle, WA",428.56444,4,0.743,0,0.727,-8.403,105.994,3,1.0,4.267,559.0,67.0,73.0,52.0,100.0,65.0,16.0,125.0,2.0,20.0,3.0,14.0
154,154,ballad,Natalie Cole,Take A Look,Take A Look  (LP Version),"Los Angeles, CA",185.7824,8,0.015,1,0.236,-13.251,88.489,1,0.249,3.059,149.0,68.0,55.0,49.0,24.0,44.0,30.0,10.0,13.0,6.0,13.0,16.0
155,155,alternative metal,Mastodon,Crack The Skye,The Czar: Usurper/Escape/Martyr/Spiral (Album Version),"Atlanta, GA",654.28853,7,0.539,0,0.617,-5.884,118.433,4,0.802,3.048,607.0,241.0,167.0,88.0,52.0,75.0,45.0,148.0,67.0,40.0,26.0,8.0
156,156,0,Kiril Valeri,Behind The Blue,Bulgarian Dream,Jerez De La Frontera (Cádiz),306.72934,11,0.0,1,0.232,-6.929,96.007,4,0.906,0.0,330.0,100.0,312.0,77.0,14.0,80.0,22.0,93.0,32.0,41.0,43.0,6.0
157,157,0,Word,Matumago X Press,Amalgama,,229.51138,9,0.457,1,0.398,-4.198,187.807,4,0.381,3.233,311.0,173.0,124.0,165.0,93.0,51.0,36.0,55.0,39.0,41.0,50.0,9.0
158,158,gangsta rap,DJ Quik,The Best of DJ Quik - Da Finale,Born and Raised In Compton,Compton CA,205.58322,7,0.025,0,0.312,-6.998,181.115,4,0.701,0.0,136.0,147.0,133.0,97.0,52.0,96.0,71.0,28.0,35.0,62.0,32.0,68.0
159,159,country,Hank Locklin,RCA Country Legends,We're Gonna Go Fishin',"McLellan, FL",127.05914,2,0.826,1,0.936,-12.772,148.357,4,0.097,0.322,158.0,119.0,37.0,22.0,9.0,24.0,14.0,68.0,55.0,20.0,6.0,2.0
160,160,electronic,BT,LOOK (Original Motion Picture Soundtrack),Robbers Kill Cop,Earth,44.35546,1,0.0,0,0.0,-18.147,136.164,4,0.68,0.0,84.0,11.0,6.0,7.0,0.0,8.0,1.0,17.0,36.0,4.0,5.0,1.0
161,161,electro,2-4 Grooves feat. Reki D.,Relax,Relax,,203.83302,4,0.648,0,0.629,-7.661,126.941,4,1.0,2.067,163.0,45.0,72.0,117.0,165.0,53.0,41.0,184.0,2.0,19.0,14.0,6.0
162,162,0,The Jordanaires,Joy In Our Hearts - The Gospel Side Of The Jordanaires,Sweet By And By,"Springfield, MO",176.50893,5,0.526,1,0.595,-17.308,159.582,3,1.0,0.497,144.0,22.0,29.0,21.0,15.0,50.0,12.0,25.0,12.0,17.0,5.0,4.0
163,163,hardcore punk,Descendents,Enjoy!,Orgofart,"Los Angeles, CA",140.66893,6,0.006,0,0.127,-28.347,89.495,4,0.614,0.078,68.0,81.0,63.0,40.0,36.0,29.0,32.0,18.0,37.0,24.0,17.0,14.0
164,164,hard rock,L.A. Guns,A Nite On The Strip - Live,Bitch Is Back,katy,201.09016,5,0.608,0,0.505,-2.869,102.259,3,1.0,0.0,155.0,51.0,30.0,44.0,29.0,119.0,31.0,20.0,24.0,13.0,19.0,17.0
165,165,alternative rock,Bare Jr.,Boo-Tay,Naked Albino,,254.79791,10,0.647,1,0.54,-7.309,107.529,3,1.0,0.0,326.0,73.0,81.0,55.0,50.0,86.0,26.0,27.0,16.0,17.0,13.0,1.0
166,166,pop,Shelley Fabares,The Best Of Shelley Fabares [Digital Version],Johnny Loves Me (LP Version),"Santa Monica, CA",143.0722,0,0.675,1,0.353,-15.351,99.408,4,1.0,0.32,184.0,32.0,25.0,23.0,17.0,37.0,8.0,63.0,12.0,12.0,2.0,1.0
167,167,jazz,Norrie Paramor,In London_ In Love,Dearly Beloved,England,163.49995,9,0.753,1,0.629,-25.694,79.731,4,0.897,2.171,118.0,34.0,36.0,26.0,19.0,23.0,5.0,13.0,5.0,5.0,2.0,0.0
168,168,0,Gary Hobbs,Of My Times,The Look Of Love,,289.64526,0,0.403,1,0.578,-9.435,188.502,1,0.0,0.0,460.0,127.0,169.0,78.0,112.0,90.0,31.0,60.0,21.0,48.0,30.0,41.0
169,169,punk,Diesel Boy,Venus Envy,Cooler Than You,"Santa Rosa, California",124.15955,11,0.724,1,0.583,-4.793,133.729,1,0.046,0.38,170.0,41.0,25.0,28.0,19.0,74.0,25.0,29.0,14.0,2.0,26.0,43.0
170,170,electronic,Angelo Badalamenti,Freddy's Favorites: The Best of A Nightmare On Elm Street,Taryns Deepest Fear,New Jersey,167.3922,4,0.694,0,0.591,-17.623,139.136,4,0.63,0.131,181.0,25.0,19.0,32.0,19.0,9.0,10.0,44.0,1.0,4.0,2.0,2.0
171,171,black metal,Cradle Of Filth,Bitter Suites to Succubi,Summer Dying Fast,,321.35791,2,0.341,0,0.369,-6.2,193.693,4,0.617,0.0,298.0,143.0,51.0,14.0,18.0,42.0,30.0,111.0,63.0,34.0,22.0,8.0
172,172,0,Jim Chappell,Manila Nights,Still,United States,263.94077,0,0.693,1,0.528,-19.821,76.693,4,0.524,0.429,191.0,30.0,40.0,31.0,32.0,52.0,2.0,47.0,7.0,11.0,4.0,5.0
173,173,alternative rock,Ladybug,Snapshot,Snapshot,NY - New York City,341.36771,10,0.432,1,0.304,-9.632,126.95,4,0.575,0.0,609.0,1021.0,160.0,223.0,58.0,19.0,7.0,34.0,80.0,17.0,1.0,0.0
174,174,0,Bandido,End Of The Road - Single,End Of The Road (Head Hornys Remix),,333.13914,6,0.598,1,0.532,-5.671,144.812,1,0.091,0.0,239.0,67.0,21.0,61.0,94.0,134.0,773.0,8.0,10.0,8.0,56.0,20.0
175,175,electronic,Brixx,7 Miles,7 Miles,,349.12608,11,0.7,0,0.319,-11.708,138.003,4,0.0,0.0,676.0,249.0,127.0,474.0,130.0,32.0,35.0,66.0,20.0,137.0,77.0,61.0
176,176,alternative metal,Nine Inch Nails,Things Falling Apart,The Frail,"Cleveland, OH",168.56771,7,0.576,0,0.621,-16.968,130.284,4,0.706,0.0,175.0,85.0,48.0,21.0,31.0,40.0,17.0,61.0,19.0,21.0,4.0,1.0
177,177,0,Leland Martin,Leland Martin,Stone Cold Fingers (Bonus Track),"Blandford, MA",175.62077,4,0.852,1,0.743,-10.647,159.968,4,0.415,0.148,188.0,69.0,80.0,68.0,41.0,66.0,19.0,40.0,12.0,8.0,7.0,7.0
178,178,avant-garde,Test Icicles,For Screening Purposes Only,Snowball,,190.24934,4,0.441,0,0.326,-4.172,75.031,4,1.0,0.0,125.0,54.0,42.0,66.0,54.0,31.0,39.0,84.0,33.0,15.0,11.0,18.0
179,179,electronic,Heaven 17,Endless,(We Don't Need This) Fascist Groove Thang,"London, England",255.16363,7,0.473,1,0.505,-10.756,150.837,4,0.466,2.67,231.0,167.0,129.0,87.0,72.0,99.0,114.0,106.0,36.0,41.0,17.0,18.0
180,180,punk,React,That Which Does Not Kill You...Can Only Make You Stronger : Three Way Split,Drunk Alone,,120.2673,10,0.634,0,0.52,-3.422,143.231,1,0.0,0.502,125.0,48.0,30.0,34.0,31.0,76.0,17.0,36.0,20.0,14.0,28.0,9.0
181,181,electronic,Sven Tasnadi,Break The Night,Charisma,,557.26975,11,0.259,1,0.462,-12.26,123.993,4,0.302,0.0,512.0,353.0,138.0,170.0,278.0,388.0,73.0,66.0,739.0,22.0,141.0,9.0
182,182,blues,Mance Lipscomb,Texas Songster,Going Down Slow,"Navasota, TX",187.53261,11,0.681,1,0.541,-23.527,97.981,1,0.0,0.0,224.0,65.0,89.0,49.0,22.0,41.0,13.0,33.0,23.0,35.0,7.0,1.0
183,183,gospel,Scott Wesley Brown,The Scott Wesley Brown Collection: A Library of 35 Favorite Songs,All Rise,Atlanta Georgia USA,295.60118,2,0.783,1,0.704,-9.435,137.288,4,0.471,2.125,252.0,74.0,94.0,34.0,35.0,51.0,10.0,69.0,16.0,14.0,10.0,3.0
184,184,0,Moss,Never Be Scared / Don't Be A Hero,Silent Hill,,329.35138,2,0.144,1,0.287,-7.672,111.079,4,0.599,0.0,615.0,28.0,53.0,22.0,33.0,47.0,5.0,16.0,9.0,12.0,6.0,5.0
185,185,bossa nova,Pery Ribeiro,S'Wonderful Movie'n Bossa,Our Love Is Here To Stay,,180.00934,0,0.097,1,0.325,-13.668,133.009,4,0.682,0.258,201.0,77.0,89.0,68.0,41.0,51.0,25.0,27.0,24.0,17.0,17.0,12.0
186,186,0,Soular,Time and Space,Everything Changes,Oregon,244.45342,6,0.516,1,0.59,-6.885,146.577,5,1.0,0.0,467.0,29.0,60.0,15.0,12.0,83.0,1.0,18.0,5.0,5.0,7.0,11.0
187,187,black metal,Dimmu Borgir,Death ... Is just the beginning Vol.4,Master Of Disharmony,"Oslo, Norway",282.53995,6,0.34,0,0.34,-4.2,140.458,3,0.595,0.351,115.0,65.0,49.0,27.0,41.0,20.0,18.0,58.0,18.0,13.0,7.0,19.0
188,188,post-punk,Public Image Ltd,Live In Tokyo,(This Is Not A) Love Song (Live),"London, England",388.28363,0,0.551,1,0.583,-16.433,132.506,4,0.195,2.49,308.0,136.0,84.0,65.0,281.0,100.0,61.0,49.0,6.0,43.0,15.0,62.0
189,189,blues rock,Gary Moore,Dark Days In Paradise,What Are We Here For,"Belfast, Northern Ireland",345.93914,2,0.04,1,0.148,-6.951,153.862,4,0.404,0.416,542.0,155.0,118.0,67.0,50.0,80.0,94.0,77.0,104.0,32.0,12.0,13.0
190,190,0,Pascal Sangla,Une petite pause,Une petite pause,,243.1473,9,0.847,1,0.639,-14.737,93.238,4,0.521,0.525,312.0,75.0,54.0,58.0,34.0,66.0,9.0,16.0,29.0,4.0,4.0,3.0
191,191,alternative rock,The B-52's,The B52's,Wig,"Athens, GA",261.74649,0,0.427,1,0.398,-9.628,124.086,4,0.366,3.489,347.0,111.0,109.0,60.0,73.0,261.0,45.0,86.0,34.0,47.0,14.0,11.0
192,192,pop,Dakis,Moments,Perasmena Mesanihta,,172.25098,2,0.558,0,0.54,-8.46,66.765,1,0.805,0.449,178.0,81.0,102.0,53.0,32.0,52.0,20.0,35.0,9.0,18.0,10.0,6.0
193,193,punk,Sex Pistols,Punk International,God Save the Queen (Live),,216.60689,9,0.558,1,0.533,-3.736,145.518,4,0.675,0.177,199.0,173.0,35.0,41.0,24.0,46.0,34.0,44.0,54.0,12.0,21.0,6.0
194,194,electro,Chris Brown,Forever,Forever,"Fairfax, California",363.59791,1,0.638,1,0.371,-4.376,139.998,4,0.548,0.09,361.0,179.0,90.0,155.0,126.0,126.0,158.0,93.0,145.0,25.0,73.0,74.0
195,195,breakbeat,Deekline & Wizard,Breaks_ Beats & Blondes,Sun Is Shining,,271.77751,0,0.674,1,0.556,-6.947,90.648,3,1.0,0.0,313.0,158.0,116.0,233.0,163.0,57.0,68.0,133.0,63.0,18.0,16.0,23.0
196,196,country,Hem,Peace At Last - EP,Have Yourself A Merry Little Christmas,NY - New York City,133.27628,5,0.783,1,0.674,-15.736,89.86,1,0.368,0.0,97.0,29.0,35.0,11.0,15.0,35.0,4.0,16.0,4.0,17.0,10.0,6.0
197,197,alternative pop,Lily Allen,Alright_ Still (Deluxe),U Killed It,LDN,264.69832,9,0.594,1,0.509,-5.871,156.097,4,1.0,0.0,361.0,51.0,57.0,49.0,69.0,62.0,48.0,75.0,37.0,35.0,34.0,17.0
198,198,british folk rock,Pentangle,Light Flight - The Anthology,Rain And Snow,,228.51873,5,0.579,1,0.405,-12.053,179.501,1,0.0,0.229,362.0,53.0,146.0,55.0,21.0,131.0,20.0,102.0,5.0,6.0,20.0,6.0
199,199,0,DJ Dips,This DJ,Gerra De De,,240.3522,1,0.611,1,0.544,-6.248,86.689,3,0.859,0.132,372.0,159.0,89.0,65.0,95.0,272.0,85.0,82.0,54.0,14.0,17.0,10.0
200,200,folk,Ana Bekuta,Zlatni hitovi '90 1,Kako mi je pitas sad,,145.57995,0,0.757,1,0.637,-13.703,160.261,5,0.182,0.0,153.0,59.0,86.0,28.0,46.0,85.0,15.0,99.0,15.0,52.0,22.0,16.0
201,201,0,Jason Miles,Miles To Miles,Voices On The Corner,NY - New York City,235.80689,10,0.391,0,0.316,-9.716,101.03,4,0.58,0.131,334.0,156.0,144.0,92.0,43.0,63.0,83.0,48.0,61.0,42.0,10.0,4.0
202,202,alternative hip hop,Busdriver,RoadKillOvercoat,(Bloody Paw On The) Kill Floor,,192.1824,6,0.211,1,0.363,-6.258,155.038,4,0.41,0.27,230.0,223.0,62.0,77.0,109.0,86.0,36.0,12.0,11.0,38.0,21.0,10.0
203,203,blues,Byther Smith,Addressing The Nation With The Blues,I Wish My Mother Was Here,"Monticello, MS",418.87302,1,0.826,1,0.912,-11.702,117.168,3,1.0,0.264,485.0,266.0,231.0,136.0,44.0,80.0,45.0,40.0,55.0,33.0,109.0,53.0
204,204,flamenco,Bebo & Cigala,Lagrimas Negras,Inolvidable,,198.26893,2,0.414,0,0.485,-14.509,132.967,1,0.405,0.0,166.0,123.0,92.0,64.0,49.0,41.0,32.0,39.0,25.0,28.0,9.0,5.0
205,205,electronic,Bizarre Inc,Surprise,Miracle,"Stafford, England",420.10077,11,1.0,1,0.726,-9.062,139.91,4,1.0,7.367,698.0,130.0,142.0,58.0,31.0,60.0,20.0,123.0,50.0,28.0,70.0,88.0
206,206,doom metal,Bongzilla,Apogee,Witch Weed (Live),"Madison, Wisconsin",397.26975,9,0.535,1,0.333,-6.788,95.882,4,0.0,0.392,334.0,88.0,96.0,25.0,49.0,47.0,19.0,70.0,17.0,85.0,15.0,44.0
207,207,hard rock,The Gone Jackals,Bone To Pick,Not Buried Deep Enough,,229.79873,4,0.685,1,0.418,-12.772,135.175,3,0.639,0.205,170.0,126.0,70.0,71.0,83.0,49.0,51.0,25.0,19.0,21.0,10.0,11.0
208,208,0,The Willis Brothers,Strictly Trucking,Give Me 40 Acres (To Turn This Rig Around),,150.64771,7,0.804,1,0.728,-9.258,121.983,3,0.852,0.0,159.0,86.0,53.0,55.0,60.0,76.0,54.0,75.0,22.0,12.0,10.0,3.0
209,209,bebop,Laurindo Almeida / Carlos Barbosa-Lima / Charlie Byrd,Music Of The Brazilian Masters,Ernesto Nazareth,"Sao Paulo, Brazil",286.14485,9,0.206,0,0.323,-24.597,169.775,3,0.1,0.485,255.0,118.0,198.0,105.0,107.0,56.0,34.0,47.0,11.0,39.0,11.0,19.0
210,210,metal,S.U.P,To Live Alone,The Cube (Live),,384.70485,11,0.582,0,0.606,-8.161,137.862,4,0.0,0.254,610.0,99.0,93.0,55.0,30.0,76.0,25.0,55.0,11.0,16.0,21.0,41.0
211,211,electro,Boogie Pimps,PeeBoy EP,Get Back Down,,415.03302,1,0.46,1,0.716,-6.751,83.326,3,1.0,0.0,791.0,363.0,61.0,32.0,43.0,35.0,138.0,218.0,53.0,37.0,39.0,24.0
212,212,ambient,Brian Keane,The Way West,Battle Of The Rosebud / Cries,Texas,133.53751,4,0.0,1,0.0,-29.295,117.667,3,0.255,2.235,61.0,21.0,5.0,13.0,22.0,5.0,0.0,3.0,12.0,0.0,1.0,2.0
213,213,indie pop,Aberdeen,Suburban,Beyond the Light,"Poza Rica, MX",266.70975,9,0.731,1,0.577,-12.658,90.908,3,1.0,0.0,171.0,176.0,159.0,118.0,44.0,64.0,104.0,96.0,25.0,43.0,17.0,4.0
