MB Genre,Duration (sec),Key,Key Confidence,Mode,Mode Confidence,Loudness,Tempo,Time Signature,Time Signature Confidence,End of Fade In,Interval 1 Count,Interval 2 Count,Interval 3 Count,Interval 4 Count,Interval 5 Count,Interval 6 Count,Interval 7 Count,Interval 8 Count,Interval 9 Count,Interval 10 Count,Interval 11 Count,Interval 12 Count
ambient,412.02893,7,0.34,0,0.313,-14.964,84.949,4,0.76,1.019,550.0,143.0,144.0,111.0,197.0,172.0,63.0,175.0,24.0,37.0,32.0,2.0
rock,198.05995,5,0.818,1,0.698,-4.62,90.356,7,0.764,0.0,237.0,60.0,40.0,21.0,13.0,66.0,19.0,59.0,27.0,19.0,19.0,15.0
latin,170.23955,2,0.618,0,0.69,-8.714,119.693,4,0.573,0.0,166.0,95.0,98.0,47.0,33.0,32.0,15.0,48.0,32.0,6.0,12.0,1.0
alternative rock,486.97424,9,0.284,0,0.347,-7.655,86.308,4,0.783,2.339,497.0,94.0,116.0,58.0,106.0,130.0,24.0,129.0,12.0,58.0,17.0,37.0
folk,290.53342,2,0.844,0,0.838,-14.28,91.496,4,0.385,0.0,452.0,76.0,87.0,34.0,18.0,120.0,12.0,62.0,20.0,24.0,32.0,2.0
ambient,203.31057,2,0.382,0,0.381,-6.452,100.009,5,0.528,0.63,421.0,174.0,35.0,25.0,23.0,56.0,23.0,17.0,23.0,11.0,15.0,9.0
country,240.69179,2,0.26,1,0.48,-6.142,124.218,4,0.951,0.235,279.0,100.0,100.0,82.0,38.0,82.0,23.0,12.0,14.0,22.0,14.0,22.0
pop,126.82404,4,0.865,1,0.679,-9.059,104.25,4,1.0,0.0,91.0,83.0,66.0,62.0,30.0,40.0,24.0,35.0,21.0,17.0,17.0,16.0
country,227.5522,1,0.769,1,0.615,-5.355,64.734,7,0.666,0.125,280.0,92.0,88.0,96.0,90.0,79.0,22.0,88.0,38.0,63.0,24.0,5.0
jazz,155.45424,7,0.298,0,0.659,-7.335,87.635,4,0.078,0.16,83.0,90.0,89.0,59.0,24.0,54.0,24.0,12.0,22.0,11.0,14.0,3.0
country,174.78485,4,0.48,0,0.536,-13.901,118.683,4,0.96,0.0,258.0,9.0,34.0,10.0,15.0,68.0,4.0,50.0,2.0,18.0,2.0,20.0
pop,297.76934,0,0.276,1,0.488,-9.911,140.173,4,0.441,4.0,308.0,127.0,80.0,75.0,96.0,63.0,17.0,36.0,37.0,38.0,19.0,42.0
alternative rock,246.85669,2,0.531,1,0.604,-4.544,145.711,4,0.594,0.0,347.0,74.0,53.0,22.0,28.0,118.0,13.0,39.0,8.0,10.0,2.0,1.0
country,183.53587,0,0.952,1,0.89,-6.601,174.268,4,0.021,0.296,235.0,45.0,84.0,38.0,43.0,74.0,9.0,66.0,7.0,18.0,4.0,14.0
latin,181.86404,7,0.802,1,0.619,-8.196,112.442,3,1.0,0.457,158.0,178.0,99.0,62.0,27.0,26.0,43.0,48.0,49.0,33.0,26.0,6.0
blues,220.78649,11,0.809,1,0.521,-8.514,110.382,1,0.192,0.206,305.0,112.0,33.0,63.0,98.0,101.0,20.0,11.0,34.0,33.0,15.0,2.0
soul,138.762,2,0.477,0,0.662,-24.35,130.848,4,0.554,0.2,111.0,35.0,100.0,64.0,19.0,76.0,13.0,23.0,14.0,18.0,48.0,4.0
electronic,235.07546,9,0.171,0,0.438,-10.589,140.007,4,0.185,0.31,174.0,136.0,220.0,82.0,100.0,131.0,77.0,120.0,93.0,55.0,4.0,8.0
rock,313.3122,9,0.064,1,0.383,-6.742,85.312,4,0.934,0.0,313.0,86.0,84.0,132.0,84.0,66.0,41.0,117.0,15.0,27.0,24.0,22.0
jazz,403.85261,6,0.247,0,0.454,-9.689,126.927,4,0.79,0.0,549.0,619.0,23.0,121.0,93.0,129.0,112.0,164.0,83.0,86.0,548.0,231.0
pop rock,251.08853,4,0.042,0,0.014,-12.538,131.404,4,0.701,0.392,226.0,68.0,99.0,34.0,46.0,72.0,15.0,27.0,21.0,20.0,22.0,22.0
pop,208.29995,2,0.122,1,0.559,-11.667,87.965,4,0.905,0.206,216.0,223.0,83.0,19.0,30.0,32.0,48.0,36.0,72.0,63.0,18.0,12.0
punk,161.38404,0,0.323,1,0.442,-6.72,155.127,4,0.61,0.0,208.0,74.0,56.0,29.0,49.0,37.0,27.0,71.0,9.0,7.0,12.0,49.0
blues,142.81098,10,0.426,0,0.351,-13.25,104.98,4,0.646,0.254,115.0,54.0,62.0,76.0,25.0,41.0,22.0,13.0,23.0,5.0,11.0,4.0
classical,197.17179,0,0.565,1,0.532,-12.01,230.992,4,0.282,0.0,132.0,108.0,192.0,112.0,82.0,92.0,24.0,55.0,38.0,50.0,39.0,18.0
blues,179.46077,0,0.039,1,0.376,-6.988,118.167,4,0.709,0.531,142.0,180.0,141.0,31.0,17.0,49.0,24.0,44.0,52.0,74.0,43.0,22.0
alternative rock,249.93914,5,0.486,0,0.541,-11.637,122.831,4,0.627,0.183,322.0,77.0,85.0,49.0,15.0,37.0,3.0,13.0,4.0,1.0,2.0,2.0
pop,260.33587,2,0.463,1,0.422,-4.602,136.749,4,0.863,0.38,347.0,100.0,74.0,47.0,34.0,62.0,31.0,40.0,21.0,21.0,15.0,7.0
reggae,215.06567,10,0.572,1,0.363,-8.005,157.759,4,0.646,0.131,141.0,141.0,62.0,97.0,103.0,91.0,27.0,21.0,39.0,20.0,27.0,13.0
blues,271.85587,0,0.692,1,0.714,-13.983,74.392,3,0.397,0.316,197.0,26.0,54.0,49.0,74.0,68.0,10.0,94.0,7.0,19.0,3.0,9.0
jazz,282.20036,2,0.389,1,0.403,-7.151,198.855,7,0.441,0.119,250.0,240.0,119.0,67.0,37.0,63.0,44.0,108.0,119.0,148.0,41.0,18.0
indie rock,237.5571,0,0.426,1,0.565,-5.801,86.459,4,0.611,0.126,249.0,93.0,103.0,65.0,92.0,55.0,31.0,98.0,18.0,40.0,24.0,48.0
electronic,203.4673,8,0.468,0,0.543,-4.295,99.995,4,0.394,0.0,462.0,25.0,44.0,22.0,16.0,32.0,4.0,33.0,6.0,0.0,8.0,16.0
pop,485.19791,3,0.878,1,0.916,-7.614,134.083,4,0.662,4.923,721.0,50.0,200.0,61.0,37.0,104.0,8.0,97.0,22.0,21.0,10.0,0.0
folk,241.10975,4,0.965,1,0.744,-18.114,152.267,3,1.0,2.659,208.0,44.0,62.0,70.0,44.0,37.0,10.0,85.0,11.0,12.0,9.0,10.0
contemporary jazz,249.44281,10,0.846,0,0.621,-9.94,93.975,4,0.052,0.165,324.0,128.0,146.0,86.0,75.0,109.0,116.0,132.0,84.0,61.0,65.0,4.0
alternative rock,380.86485,2,0.063,1,0.436,-19.164,116.805,3,0.659,0.32,433.0,76.0,95.0,45.0,24.0,120.0,17.0,153.0,20.0,15.0,1.0,1.0
electronic,203.83302,9,0.168,0,0.34,-13.657,129.974,4,0.013,0.281,174.0,117.0,69.0,74.0,105.0,101.0,40.0,44.0,68.0,64.0,7.0,2.0
black metal,515.36934,4,0.596,0,0.566,-4.694,129.088,3,0.453,0.427,557.0,129.0,157.0,44.0,98.0,97.0,20.0,204.0,33.0,103.0,40.0,74.0
dancehall,208.50893,0,0.002,1,0.336,-8.28,100.002,4,1.0,0.137,308.0,107.0,51.0,34.0,131.0,140.0,22.0,42.0,12.0,58.0,12.0,6.0
alternative rock,215.64036,7,0.356,1,0.441,-4.462,237.831,4,0.387,0.0,322.0,124.0,114.0,107.0,41.0,51.0,40.0,40.0,28.0,51.0,11.0,6.0
classical,283.27138,10,0.071,1,0.248,-16.481,107.005,5,0.602,1.199,422.0,202.0,59.0,61.0,56.0,47.0,15.0,82.0,29.0,26.0,8.0,2.0
contemporary christian,207.41179,11,0.61,1,0.564,-11.416,88.618,4,0.933,0.189,180.0,26.0,54.0,37.0,15.0,44.0,4.0,21.0,11.0,8.0,11.0,8.0
alternative metal,426.89261,0,0.05,0,0.395,-12.951,63.017,4,0.378,0.286,656.0,38.0,34.0,23.0,48.0,57.0,5.0,6.0,3.0,10.0,1.0,6.0
pop,91.84608,8,0.273,1,0.451,-9.575,168.303,4,0.921,0.556,71.0,55.0,22.0,30.0,7.0,23.0,16.0,29.0,24.0,5.0,3.0,7.0
country,123.402,11,0.886,1,0.688,-15.419,226.146,4,0.14,0.104,177.0,83.0,73.0,69.0,41.0,53.0,19.0,51.0,13.0,24.0,47.0,41.0
blues,269.81832,11,0.385,0,0.478,-8.525,120.859,4,0.484,0.17,230.0,62.0,113.0,120.0,49.0,97.0,39.0,70.0,62.0,20.0,2.0,1.0
hard rock,268.12036,1,0.491,1,0.419,-11.822,89.995,4,0.182,0.0,365.0,67.0,176.0,49.0,24.0,115.0,16.0,124.0,22.0,28.0,16.0,4.0
country,71.1571,5,0.562,1,0.5,-9.902,117.696,3,0.889,0.473,72.0,40.0,43.0,41.0,38.0,32.0,19.0,10.0,8.0,13.0,9.0,2.0
hip hop,235.04934,5,0.402,0,0.538,-9.642,90.507,4,1.0,0.0,342.0,161.0,113.0,77.0,46.0,73.0,32.0,61.0,58.0,3.0,7.0,6.0
hip hop,222.11873,10,0.627,0,0.55,-6.434,190.008,4,0.865,0.142,439.0,202.0,52.0,32.0,30.0,46.0,59.0,75.0,34.0,36.0,35.0,11.0
dancehall,218.40934,1,0.544,1,0.541,-11.496,67.137,3,0.422,0.0,462.0,203.0,27.0,40.0,76.0,45.0,14.0,34.0,20.0,41.0,55.0,32.0
hip hop,242.25914,11,0.225,0,0.335,-6.355,96.037,4,1.0,0.125,349.0,390.0,57.0,40.0,31.0,38.0,28.0,48.0,95.0,27.0,17.0,3.0
jazz,236.19873,5,0.554,1,0.501,-7.092,167.697,3,1.0,0.0,260.0,67.0,59.0,62.0,27.0,100.0,15.0,34.0,17.0,17.0,7.0,6.0
pop rock,199.49669,7,0.382,1,0.463,-9.113,159.337,4,0.85,0.357,179.0,116.0,66.0,27.0,18.0,63.0,19.0,32.0,10.0,37.0,11.0,25.0
ambient,160.31302,4,0.706,0,0.68,-11.242,120.091,4,1.0,0.0,245.0,11.0,22.0,24.0,25.0,20.0,14.0,82.0,7.0,9.0,3.0,11.0
jazz,224.93995,7,0.081,1,0.37,-10.925,129.988,4,0.599,0.431,397.0,52.0,52.0,24.0,47.0,45.0,10.0,52.0,2.0,21.0,4.0,8.0
jazz,267.67628,5,0.583,1,0.326,-10.96,176.349,4,0.236,6.24,535.0,171.0,61.0,51.0,88.0,139.0,36.0,25.0,46.0,42.0,28.0,12.0
east coast hip hop,79.64689,0,0.032,1,0.078,-19.771,196.482,3,0.516,0.0,43.0,49.0,55.0,33.0,44.0,25.0,26.0,13.0,20.0,10.0,8.0,3.0
electronic,406.17751,10,0.516,1,0.477,-11.128,86.675,3,0.291,3.657,765.0,74.0,107.0,128.0,42.0,57.0,40.0,148.0,28.0,3.0,73.0,1.0
downtempo,150.282,0,0.334,1,0.473,-14.305,73.314,7,0.991,0.0,249.0,47.0,78.0,50.0,58.0,77.0,3.0,52.0,0.0,4.0,0.0,0.0
alternative rock,341.36771,10,0.432,1,0.304,-9.632,126.95,4,0.575,0.0,609.0,1021.0,160.0,223.0,58.0,19.0,7.0,34.0,80.0,17.0,1.0,0.0
hip hop,260.362,7,0.597,1,0.681,-4.394,200.079,4,1.0,0.153,181.0,163.0,146.0,91.0,118.0,63.0,51.0,66.0,52.0,36.0,27.0,39.0
country,171.80689,7,0.481,1,0.538,-15.149,168.897,4,0.928,0.0,186.0,72.0,54.0,36.0,44.0,60.0,17.0,45.0,14.0,6.0,1.0,0.0
electronic,347.61098,11,0.002,0,0.246,-4.988,133.891,4,1.0,0.0,486.0,244.0,124.0,95.0,79.0,40.0,40.0,134.0,240.0,166.0,267.0,169.0
alternative rock,183.74485,8,0.692,0,0.669,-4.26,103.142,4,0.821,0.0,173.0,49.0,59.0,29.0,26.0,49.0,8.0,36.0,16.0,18.0,14.0,19.0
blues,137.69098,7,0.201,1,0.618,-12.963,121.218,4,0.89,0.311,126.0,8.0,39.0,7.0,32.0,36.0,2.0,41.0,3.0,7.0,0.0,8.0
blues,275.12118,7,0.699,1,0.527,-6.29,132.428,4,0.281,0.34,292.0,107.0,89.0,50.0,71.0,88.0,47.0,101.0,57.0,36.0,16.0,23.0
alternative rock,286.53669,9,0.686,0,0.551,-10.222,150.028,4,0.313,0.38,427.0,112.0,245.0,102.0,67.0,115.0,22.0,78.0,18.0,45.0,4.0,20.0
blues,127.37261,3,0.773,1,0.749,-7.992,164.648,4,1.0,0.0,82.0,76.0,70.0,68.0,29.0,35.0,32.0,55.0,28.0,18.0,12.0,1.0
alternative rock,222.53669,9,0.576,1,0.693,-11.284,135.776,3,0.934,0.276,287.0,45.0,54.0,28.0,3.0,51.0,1.0,21.0,12.0,5.0,2.0,1.0
black metal,425.19465,9,0.688,0,0.581,-15.176,124.614,5,1.0,0.0,618.0,110.0,119.0,51.0,97.0,97.0,39.0,138.0,83.0,76.0,34.0,75.0
country,260.51873,3,0.562,1,0.64,-6.857,45.508,4,0.439,0.218,338.0,21.0,59.0,40.0,14.0,60.0,8.0,49.0,27.0,2.0,12.0,1.0
hard rock,213.55057,5,0.242,1,0.367,-5.15,135.958,4,1.0,0.374,227.0,67.0,83.0,42.0,30.0,34.0,15.0,54.0,11.0,11.0,1.0,0.0
rock,168.48934,4,0.756,1,0.732,-10.38,89.219,3,0.807,3.791,159.0,38.0,31.0,34.0,32.0,36.0,4.0,23.0,12.0,4.0,14.0,5.0
alternative metal,267.36281,1,0.134,1,0.633,-6.478,92.012,1,0.094,0.119,409.0,21.0,119.0,40.0,12.0,65.0,5.0,30.0,6.0,2.0,25.0,5.0
alternative rock,174.86322,7,0.427,0,0.48,-18.697,120.923,7,0.615,0.385,173.0,85.0,90.0,37.0,78.0,62.0,6.0,33.0,11.0,50.0,14.0,3.0
pop,304.14322,5,0.545,1,0.548,-6.373,133.193,5,0.806,0.0,378.0,88.0,136.0,86.0,84.0,114.0,28.0,36.0,13.0,38.0,4.0,2.0
alternative rock,241.10975,2,0.054,1,0.401,-6.571,150.075,4,0.726,0.069,153.0,113.0,139.0,71.0,89.0,59.0,66.0,25.0,22.0,14.0,1.0,3.0
rock,213.55057,8,0.55,1,0.603,-5.098,123.944,4,0.757,0.0,266.0,46.0,89.0,30.0,16.0,56.0,12.0,74.0,20.0,27.0,43.0,0.0
gospel,307.69587,7,0.551,0,0.67,-10.44,89.941,4,0.505,0.404,309.0,227.0,160.0,71.0,94.0,95.0,63.0,48.0,43.0,67.0,34.0,6.0
alternative rock,231.75791,2,0.549,1,0.586,-7.174,123.861,4,0.837,0.531,262.0,114.0,112.0,85.0,79.0,92.0,86.0,25.0,45.0,7.0,3.0,5.0
pop,367.80363,5,0.445,1,0.518,-12.98,47.754,4,0.781,0.357,461.0,96.0,70.0,89.0,46.0,133.0,16.0,54.0,62.0,39.0,17.0,8.0
electro,432.90077,11,0.717,0,0.527,-9.173,85.351,1,1.0,0.0,435.0,294.0,396.0,344.0,156.0,239.0,159.0,180.0,22.0,34.0,32.0,13.0
easy listening,207.09832,0,0.615,1,0.624,-29.342,60.439,4,0.584,0.0,298.0,59.0,28.0,43.0,79.0,42.0,8.0,19.0,2.0,12.0,5.0,3.0
electronic,420.15302,0,0.572,1,0.611,-9.801,125.008,4,0.989,0.996,784.0,340.0,204.0,80.0,103.0,111.0,38.0,80.0,90.0,82.0,21.0,11.0
hard rock,228.80608,11,0.568,0,0.519,-6.036,86.844,4,1.0,2.473,233.0,79.0,48.0,54.0,39.0,115.0,42.0,15.0,53.0,17.0,16.0,2.0
alternative hip hop,235.36281,9,0.156,1,0.254,-12.767,91.859,4,1.0,0.456,423.0,56.0,42.0,61.0,37.0,80.0,12.0,42.0,71.0,16.0,12.0,7.0
contemporary christian,182.72608,6,0.728,1,0.754,-15.598,115.258,1,1.0,0.16,267.0,38.0,43.0,20.0,21.0,61.0,8.0,20.0,8.0,27.0,24.0,1.0
indie rock,277.99465,7,0.08,1,0.42,-8.878,80.023,4,0.484,15.488,264.0,80.0,56.0,57.0,60.0,57.0,48.0,61.0,4.0,8.0,11.0,18.0
pop,251.27138,5,0.534,1,0.565,-16.218,138.501,4,0.26,4.075,220.0,49.0,51.0,21.0,34.0,89.0,19.0,49.0,14.0,24.0,14.0,30.0
electronic,193.56689,0,0.551,1,0.372,-5.24,132.167,4,0.765,0.443,394.0,81.0,66.0,34.0,26.0,44.0,21.0,51.0,8.0,25.0,3.0,8.0
alternative rock,217.57342,0,0.866,1,0.769,-10.786,186.44,3,0.934,0.175,244.0,55.0,79.0,29.0,34.0,53.0,21.0,40.0,4.0,9.0,0.0,5.0
folk,193.25342,9,0.289,1,0.366,-12.852,136.726,4,0.635,0.293,193.0,100.0,47.0,44.0,22.0,70.0,37.0,32.0,10.0,10.0,11.0,6.0
blues,171.83302,1,0.545,1,0.497,-16.964,81.073,1,0.828,0.218,132.0,107.0,55.0,51.0,36.0,35.0,16.0,8.0,5.0,7.0,16.0,13.0
alternative rock,267.20608,0,0.847,1,0.609,-9.148,150.848,3,0.401,0.357,499.0,38.0,86.0,30.0,34.0,50.0,42.0,23.0,5.0,7.0,5.0,10.0
country,239.56853,11,1.0,1,1.0,-7.324,79.534,4,0.325,0.0,351.0,33.0,45.0,18.0,10.0,69.0,10.0,16.0,12.0,7.0,12.0,47.0
contemporary r&b,364.5122,4,0.496,1,0.395,-12.998,85.006,3,0.746,0.142,251.0,135.0,237.0,127.0,166.0,127.0,32.0,134.0,17.0,12.0,53.0,15.0
hip hop,158.95465,2,0.459,1,0.517,-5.329,87.365,4,0.538,0.0,182.0,103.0,117.0,83.0,34.0,47.0,17.0,30.0,4.0,13.0,2.0,0.0
blues,263.65342,7,0.535,1,0.61,-11.832,148.627,3,0.45,0.484,344.0,133.0,107.0,75.0,40.0,24.0,16.0,14.0,17.0,44.0,16.0,19.0
contemporary christian,268.2771,0,0.701,1,0.273,-7.205,145.962,4,1.0,0.0,422.0,73.0,58.0,34.0,15.0,82.0,15.0,109.0,31.0,45.0,13.0,16.0
blues,264.41098,9,0.074,1,0.328,-5.011,142.069,4,0.723,0.072,333.0,29.0,22.0,57.0,27.0,83.0,12.0,51.0,20.0,4.0,9.0,21.0
disco,345.67791,6,0.481,0,0.471,-12.23,99.978,3,0.978,3.582,356.0,264.0,104.0,109.0,63.0,119.0,114.0,59.0,121.0,81.0,128.0,62.0
alternative rock,60.13342,7,0.399,1,0.473,-20.11,65.61,4,0.75,0.712,118.0,16.0,15.0,0.0,6.0,8.0,0.0,6.0,0.0,2.0,0.0,12.0
electronic,434.15465,7,0.144,1,0.347,-6.581,129.956,4,1.0,0.0,590.0,262.0,101.0,42.0,37.0,53.0,49.0,59.0,124.0,172.0,284.0,237.0
contemporary r&b,323.18649,1,0.61,1,0.64,-12.256,97.396,4,0.814,2.914,337.0,143.0,292.0,106.0,158.0,134.0,24.0,96.0,45.0,54.0,34.0,5.0
pop,188.99546,3,0.721,1,0.773,-10.44,111.459,4,0.884,0.0,167.0,93.0,65.0,64.0,67.0,83.0,19.0,50.0,32.0,13.0,29.0,6.0
alternative rock,228.96281,7,0.058,1,0.543,-3.925,134.982,4,1.0,0.113,129.0,77.0,35.0,45.0,53.0,20.0,15.0,55.0,31.0,32.0,9.0,7.0
electronic,231.54893,2,0.783,1,0.683,-7.299,185.97,4,0.032,0.218,326.0,118.0,135.0,42.0,55.0,59.0,17.0,58.0,43.0,15.0,5.0,4.0
alternative metal,255.13751,2,0.61,0,0.577,-8.061,87.522,4,1.0,0.34,339.0,94.0,55.0,33.0,21.0,73.0,6.0,63.0,26.0,11.0,14.0,0.0
hip hop,233.92608,11,0.623,0,0.575,-4.148,99.742,5,0.857,0.0,139.0,151.0,111.0,97.0,96.0,78.0,55.0,52.0,59.0,67.0,85.0,16.0
country,226.2722,4,0.22,1,0.336,-9.344,124.693,4,0.805,0.276,170.0,70.0,112.0,109.0,80.0,49.0,11.0,51.0,58.0,23.0,21.0,42.0
pop,171.38893,2,0.933,1,0.961,-10.709,125.741,4,0.393,0.0,214.0,57.0,74.0,19.0,24.0,60.0,8.0,24.0,8.0,9.0,5.0,0.0
punk,130.63791,2,0.674,1,0.659,-13.143,87.657,5,0.826,0.086,101.0,64.0,56.0,39.0,18.0,12.0,16.0,154.0,35.0,6.0,0.0,2.0
blues rock,363.85914,4,0.311,1,0.439,-6.977,90.199,1,1.0,0.233,381.0,89.0,169.0,95.0,37.0,70.0,11.0,81.0,39.0,5.0,55.0,20.0
alternative rock,252.47302,6,0.072,0,0.417,-10.007,118.023,4,0.928,0.223,199.0,131.0,95.0,151.0,69.0,47.0,28.0,93.0,105.0,61.0,118.0,42.0
jazz,171.4673,0,0.06,1,0.457,-14.736,84.496,5,0.95,0.404,135.0,79.0,53.0,29.0,45.0,48.0,35.0,24.0,3.0,6.0,11.0,15.0
latin,263.6273,5,0.762,1,0.548,-7.711,179.502,3,0.685,0.409,350.0,145.0,116.0,55.0,101.0,87.0,41.0,62.0,36.0,62.0,34.0,12.0
folk,226.32444,3,0.578,1,0.747,-8.666,154.403,4,0.129,0.254,392.0,100.0,83.0,44.0,37.0,54.0,11.0,52.0,23.0,13.0,16.0,4.0
hip hop,291.10812,4,0.067,0,0.419,-3.353,174.731,4,0.862,0.0,743.0,251.0,69.0,58.0,36.0,31.0,26.0,37.0,41.0,92.0,18.0,116.0
jazz,177.21424,11,0.485,0,0.476,-7.278,163.921,4,0.373,0.0,154.0,174.0,60.0,40.0,17.0,31.0,17.0,30.0,33.0,25.0,12.0,12.0
hard rock,263.96689,6,0.464,1,0.54,-4.763,151.508,4,0.567,0.0,312.0,53.0,50.0,44.0,28.0,77.0,21.0,49.0,29.0,30.0,48.0,15.0
pop,388.51873,9,0.392,0,0.369,-5.68,106.438,1,0.509,0.195,323.0,200.0,181.0,95.0,96.0,98.0,92.0,134.0,68.0,57.0,24.0,25.0
ballad,228.38812,6,0.296,0,0.547,-5.98,122.988,4,0.317,0.0,178.0,106.0,90.0,109.0,44.0,112.0,31.0,52.0,56.0,23.0,37.0,18.0
black metal,292.41424,3,0.739,1,0.532,-5.377,110.044,4,0.673,0.0,224.0,127.0,69.0,43.0,28.0,85.0,45.0,90.0,43.0,33.0,51.0,14.0
country,108.19873,0,0.424,1,0.459,-13.323,95.264,4,0.372,0.121,106.0,47.0,35.0,22.0,37.0,39.0,9.0,20.0,3.0,16.0,3.0,8.0
hip hop,243.35628,10,0.46,1,0.339,-3.165,171.85,4,0.804,0.0,313.0,231.0,113.0,116.0,103.0,71.0,42.0,64.0,31.0,20.0,64.0,10.0
hip hop,151.61424,6,0.756,1,0.478,-6.265,197.152,4,0.094,0.0,194.0,234.0,78.0,27.0,24.0,31.0,29.0,22.0,54.0,64.0,44.0,17.0
jazz,323.39546,2,0.631,1,0.534,-21.14,73.526,4,0.312,0.397,375.0,79.0,73.0,64.0,52.0,69.0,33.0,45.0,27.0,12.0,6.0,2.0
blues,174.602,7,0.884,1,0.724,-15.493,86.475,3,0.923,0.316,166.0,59.0,36.0,50.0,42.0,17.0,13.0,17.0,6.0,12.0,15.0,5.0
latin,130.92526,5,0.083,0,0.33,-13.391,93.119,4,0.056,0.107,87.0,22.0,29.0,20.0,13.0,41.0,6.0,31.0,21.0,8.0,11.0,0.0
ballad,192.62649,9,0.503,0,0.489,-12.366,90.103,4,0.686,0.415,152.0,87.0,91.0,80.0,49.0,51.0,71.0,67.0,13.0,26.0,20.0,18.0
electronic,224.20853,9,0.634,0,0.492,-5.893,126.806,4,0.969,0.0,195.0,54.0,77.0,26.0,64.0,206.0,32.0,45.0,26.0,57.0,3.0,19.0
classical,116.6624,7,0.671,1,0.54,-27.942,130.557,1,0.336,0.271,147.0,32.0,24.0,27.0,9.0,21.0,14.0,17.0,3.0,8.0,3.0,0.0
blues,192.15628,3,0.535,1,0.484,-10.688,87.062,3,0.481,0.229,183.0,92.0,52.0,89.0,43.0,53.0,23.0,29.0,33.0,27.0,16.0,3.0
reggae,250.90567,5,0.038,0,0.409,-18.933,118.132,4,0.78,0.186,391.0,101.0,84.0,66.0,137.0,167.0,19.0,5.0,12.0,17.0,21.0,0.0
hip hop,266.57914,6,0.211,1,0.341,-7.993,93.203,4,0.965,0.507,274.0,120.0,126.0,65.0,81.0,89.0,41.0,59.0,49.0,56.0,50.0,42.0
blues,211.33016,5,0.844,0,0.786,-6.56,130.335,1,0.606,0.293,314.0,62.0,41.0,48.0,32.0,73.0,23.0,28.0,15.0,11.0,13.0,2.0
ballad,195.02975,10,1.0,1,0.874,-15.993,105.675,3,0.496,0.293,198.0,43.0,64.0,17.0,9.0,48.0,4.0,18.0,26.0,10.0,35.0,4.0
hip hop,318.56281,1,0.7,1,0.76,-5.414,93.957,4,1.0,0.0,537.0,180.0,72.0,48.0,119.0,72.0,142.0,74.0,26.0,51.0,20.0,1.0
folk rock,116.29669,9,0.552,1,0.572,-18.206,122.693,4,0.433,0.438,130.0,32.0,71.0,28.0,22.0,37.0,7.0,30.0,7.0,17.0,4.0,0.0
electronic,361.01179,6,0.006,1,0.237,-7.993,136.964,4,0.015,0.328,587.0,162.0,140.0,219.0,39.0,186.0,18.0,486.0,264.0,16.0,13.0,45.0
disco,380.08118,7,0.714,1,0.675,-7.804,131.999,4,0.872,0.0,654.0,139.0,109.0,69.0,27.0,49.0,38.0,37.0,91.0,42.0,78.0,194.0
pop,276.13995,6,0.552,1,0.511,-3.856,152.988,4,0.692,0.305,229.0,152.0,174.0,73.0,28.0,47.0,29.0,40.0,38.0,30.0,41.0,21.0
downtempo,252.86485,5,0.457,0,0.425,-15.644,93.32,5,1.0,0.0,349.0,234.0,107.0,70.0,99.0,72.0,63.0,77.0,32.0,26.0,63.0,52.0
heavy metal,218.8273,6,0.031,1,0.351,-4.294,128.951,4,0.19,0.485,295.0,64.0,21.0,32.0,21.0,66.0,9.0,40.0,14.0,4.0,14.0,2.0
blues rock,317.46567,6,0.413,0,0.453,-6.806,133.325,4,0.982,0.0,269.0,241.0,139.0,28.0,22.0,23.0,13.0,14.0,1.0,0.0,0.0,4.0
folk,199.88853,8,0.942,1,0.934,-9.565,85.999,4,0.249,0.188,350.0,39.0,78.0,44.0,11.0,109.0,3.0,38.0,31.0,12.0,24.0,2.0
alternative metal,248.05832,10,0.892,0,0.747,-4.157,89.958,4,0.733,0.096,347.0,61.0,74.0,49.0,39.0,115.0,9.0,50.0,7.0,16.0,26.0,0.0
alternative rock,289.59302,4,0.725,0,0.698,-5.247,152.0,4,1.0,8.702,362.0,26.0,59.0,25.0,32.0,28.0,28.0,94.0,2.0,9.0,1.0,23.0
latin,247.71873,6,0.096,0,0.434,-8.64,80.996,4,0.502,2.339,389.0,80.0,34.0,55.0,40.0,49.0,24.0,35.0,8.0,6.0,4.0,0.0
ballad,232.80281,10,0.828,1,0.512,-8.573,85.772,7,0.547,0.235,375.0,76.0,62.0,26.0,29.0,74.0,23.0,24.0,2.0,16.0,25.0,4.0
rock,145.34485,1,1.0,1,0.852,-6.176,132.513,1,0.387,0.0,130.0,59.0,36.0,36.0,56.0,64.0,12.0,45.0,8.0,7.0,14.0,0.0
blues,292.91057,6,0.539,0,0.639,-9.11,89.949,4,0.588,0.413,344.0,106.0,104.0,78.0,48.0,73.0,28.0,31.0,18.0,44.0,54.0,137.0
contemporary jazz,407.06567,7,0.895,1,0.778,-12.957,144.012,3,0.708,0.0,484.0,60.0,54.0,47.0,43.0,239.0,24.0,49.0,20.0,9.0,16.0,10.0
alternative rock,292.88444,4,0.807,1,0.833,-14.507,129.887,4,0.312,0.108,333.0,33.0,74.0,33.0,35.0,106.0,8.0,79.0,39.0,3.0,9.0,0.0
